Dedo,Movimento,Repetição,Timestamp,Canal1,Canal2,Canal3,Canal4,Canal5,Canal6,Canal7,Canal8
1,Flexão,2,1759150219318051,3,12,5,2,-18,0,1,0
1,Flexão,2,1759150219318051,-1,7,9,-2,5,2,2,0
1,Flexão,2,1759150219332144,1,3,3,-3,-4,-5,-1,0
1,Flexão,2,1759150219332144,0,-1,1,-5,-10,-4,-1,-1
1,Flexão,2,1759150219332144,-2,-6,-5,-10,-5,-4,-2,-1
1,Flexão,2,1759150219332144,-5,-4,-2,4,-5,1,-3,-2
1,Flexão,2,1759150219354748,-3,-2,-2,3,6,4,3,1
1,Flexão,2,1759150219354748,0,3,2,1,1,-5,0,1
1,Flexão,2,1759150219355415,0,-1,6,2,-10,-4,-3,-1
1,Flexão,2,1759150219355415,-2,-11,-12,-1,7,0,-1,-3
1,Flexão,2,1759150219377866,-2,-2,3,-16,-11,3,-2,-2
1,Flexão,2,1759150219377866,-5,-9,0,11,18,1,-1,-1
1,Flexão,2,1759150219377866,-4,-1,-6,-22,-7,3,1,0
1,Flexão,2,1759150219377866,-3,-3,3,16,4,-6,-4,-2
1,Flexão,2,1759150219392104,1,2,4,2,24,-1,-2,-1
1,Flexão,2,1759150219392104,-2,-5,1,13,0,3,-1,1
1,Flexão,2,1759150219392104,0,-1,-1,-5,-7,-4,-3,-2
1,Flexão,2,1759150219392104,3,3,-2,8,-5,2,2,1
1,Flexão,2,1759150219414159,0,0,6,-3,-13,-4,-1,-1
1,Flexão,2,1759150219414159,0,3,-2,2,10,1,-2,-1
1,Flexão,2,1759150219415189,4,6,6,41,24,0,2,2
1,Flexão,2,1759150219415189,3,5,-5,-59,-32,5,2,0
1,Flexão,2,1759150219436609,-2,-3,-3,16,10,-4,-4,-3
1,Flexão,2,1759150219436609,0,-2,-4,-19,-16,-2,0,1
1,Flexão,2,1759150219438114,-3,-1,6,0,11,1,-1,-3
1,Flexão,2,1759150219438114,0,2,6,13,-5,-8,-1,-2
1,Flexão,2,1759150219451819,1,-3,-7,-6,0,5,0,1
1,Flexão,2,1759150219451819,-1,-5,-10,-7,-2,-3,-2,-2
1,Flexão,2,1759150219452947,-3,0,11,22,12,-1,-2,0
1,Flexão,2,1759150219452947,-1,1,1,-5,8,3,1,-1
1,Flexão,2,1759150219473991,-4,-2,-3,-6,-9,0,-1,-2
1,Flexão,2,1759150219473991,0,1,-2,24,11,-3,1,1
1,Flexão,2,1759150219473991,0,-9,-14,-44,-39,-4,-1,0
1,Flexão,2,1759150219473991,3,8,7,17,14,2,-3,1
1,Flexão,2,1759150219497583,1,0,-7,3,10,2,1,-1
1,Flexão,2,1759150219497583,1,1,2,-7,-6,-6,-1,-1
1,Flexão,2,1759150219497583,-2,-6,-3,9,1,4,0,0
1,Flexão,2,1759150219497583,-6,-7,-1,3,6,0,-2,-2
1,Flexão,2,1759150219511454,1,0,-2,-2,-8,-6,2,1
1,Flexão,2,1759150219511454,2,9,7,10,1,3,0,0
1,Flexão,2,1759150219518984,1,3,-3,15,4,10,1,-1
1,Flexão,2,1759150219518984,-3,-1,-6,-39,-12,-9,0,-1
1,Flexão,3,1759150219916554,-2,0,2,-27,-8,1,0,1
1,Flexão,3,1759150219916554,-1,-7,-9,-7,-14,-5,-1,0
1,Flexão,3,1759150219917550,0,2,-2,-1,4,0,0,2
1,Flexão,3,1759150219917550,1,6,0,11,8,-2,0,1
1,Flexão,3,1759150219939936,1,6,8,7,-15,11,2,-3
