Dedo,Movimento,Repetição,Timestamp,Canal1,Canal2,Canal3,Canal4,Canal5,Canal6,Canal7,Canal8
1,Extensão,2,1762976949936229,2,1,4,18,-13,12,3,-2
1,Extensão,2,1762976949936229,-3,-2,-1,-7,-16,-38,-8,-7
1,Extensão,2,1762976949948213,-2,0,-2,-13,-13,22,16,7
1,Extensão,2,1762976949948213,-1,4,1,29,50,48,-10,-11
1,Extensão,2,1762976949957214,3,5,8,-6,-21,-92,-11,17
1,Extensão,2,1762976949957214,1,-3,-3,-1,38,34,17,1
1,Extensão,2,1762976949971219,-3,-7,-4,3,-15,-11,-9,-6
1,Extensão,2,1762976949971219,0,0,-1,-10,-14,15,-9,2
1,Extensão,2,1762976949977847,-6,-5,-5,-3,0,1,2,-9
1,Extensão,2,1762976949977847,1,1,-1,-7,-32,27,31,3
1,Extensão,2,1762976949994765,0,-2,-1,-3,14,4,-26,3
1,Extensão,2,1762976949994765,6,8,10,3,-19,-43,5,0
1,Extensão,2,1762976949995755,-2,-2,-3,13,26,73,5,-11
1,Extensão,2,1762976949995755,-2,2,6,3,-30,-35,-10,-1
1,Extensão,2,1762976950017466,0,-3,-7,-5,5,-3,1,-5
1,Extensão,2,1762976950017466,-3,-5,-2,3,-9,20,4,4
1,Extensão,2,1762976950018387,-2,-2,-3,-11,1,7,-21,-5
1,Extensão,2,1762976950018387,-1,2,-2,-6,-7,-17,-4,-5
1,Extensão,2,1762976950031418,0,0,-1,4,-33,-5,7,1
1,Extensão,2,1762976950031418,-8,-14,-23,-2,13,57,-10,-7
1,Extensão,2,1762976950038391,12,10,20,15,25,-6,15,17
1,Extensão,2,1762976950038391,-2,-2,-4,19,41,44,3,-4
1,Extensão,2,1762976950054393,2,3,6,-2,-42,-38,3,5
1,Extensão,2,1762976950054393,-2,-5,-6,-1,40,25,-9,-2
1,Extensão,2,1762976950056414,-6,-6,-8,-18,-34,19,7,-8
1,Extensão,2,1762976950056414,3,-1,-2,10,-3,-5,-25,-5
1,Extensão,2,1762976950077037,-1,3,3,-2,-16,-29,0,1
1,Extensão,2,1762976950077037,-3,3,5,19,26,30,-1,-19
1,Extensão,2,1762976950079045,-1,0,-1,-10,9,-9,-19,13
1,Extensão,2,1762976950079045,2,3,6,4,-7,-21,25,10
1,Extensão,2,1762976950091170,-4,-6,-6,-14,5,3,5,2
1,Extensão,2,1762976950091170,-2,-2,-4,-7,-9,-21,-11,-1
1,Extensão,2,1762976950098169,-4,-3,-5,-3,-8,-31,-7,-10
1,Extensão,2,1762976950098169,-3,-3,-3,-9,-27,-3,3,-3
1,Extensão,2,1762976950114183,-3,-3,-8,-3,-15,20,-8,-7
1,Extensão,2,1762976950114183,8,8,6,-18,46,13,22,15
1,Extensão,2,1762976950115702,-5,-3,6,34,51,7,-7,-8
1,Extensão,2,1762976950115702,-1,0,-3,-17,-4,-7,-2,8
1,Extensão,2,1762976950136718,1,0,5,26,4,9,0,-10
1,Extensão,2,1762976950136718,1,0,-1,-14,-37,-23,0,6
1,Extensão,2,1762976950138718,-1,-1,-4,12,8,27,14,-6
1,Extensão,2,1762976950138718,3,-1,2,-9,25,56,4,5
1,Extensão,2,1762976950151724,5,3,1,-4,13,27,-7,5
1,Extensão,2,1762976950151724,-3,-3,0,4,-40,-44,1,-3
1,Extensão,2,1762976950157723,3,3,3,-32,-31,3,10,8
1,Extensão,2,1762976950157723,-4,-5,-10,4,2,27,-3,-3
1,Extensão,2,1762976950174211,2,3,6,3,2,0,4,-1
1,Extensão,2,1762976950174211,0,1,6,-3,-6,-19,-5,0
1,Extensão,2,1762976950176209,-8,-10,-13,-15,-46,-25,-24,-13
1,Extensão,2,1762976950176209,2,5,-2,15,-3,-8,0,3
1,Extensão,2,1762976950197213,3,7,12,-10,-15,-68,5,3
1,Extensão,2,1762976950197213,-2,-6,-2,0,-1,19,-4,10
1,Extensão,2,1762976950198470,-2,-1,-4,-3,-21,-4,-1,-8
1,Extensão,2,1762976950198470,-1,0,1,-15,-16,-49,-19,-4
1,Extensão,2,1762976950210496,-4,-3,2,22,24,14,-11,-15
1,Extensão,2,1762976950210496,-1,-3,-10,-38,-27,-30,8,3
1,Extensão,2,1762976950220018,0,0,0,26,64,77,-10,7
1,Extensão,2,1762976950220018,5,4,11,23,27,-4,34,4
1,Extensão,2,1762976950234329,1,1,0,2,13,-27,-18,3
1,Extensão,2,1762976950234329,-4,-3,2,-18,-12,-9,-14,-18
1,Extensão,2,1762976950236330,-1,0,-9,-23,-27,-13,-1,4
1,Extensão,2,1762976950236330,-2,-1,3,0,27,2,-10,-8
1,Extensão,2,1762976950257431,-3,-7,-10,-8,-3,7,8,3
1,Extensão,2,1762976950257431,1,2,6,20,22,13,5,7
1,Extensão,2,1762976950258432,1,1,3,-11,-8,-65,-3,-5
1,Extensão,2,1762976950258432,-2,-1,-5,4,5,35,-6,-4
1,Extensão,2,1762976950270446,-2,-1,-1,-9,-42,-57,-2,1
1,Extensão,2,1762976950270446,4,6,3,20,15,11,18,4
1,Extensão,2,1762976950279423,1,1,0,-2,-6,23,4,3
1,Extensão,2,1762976950279423,-9,-6,-7,-10,-19,13,-36,-27
1,Extensão,2,1762976950294437,3,2,-4,-4,61,41,46,19
